method,Activity,Excl,Incl,Start,End,Energy
calculateClickHandler,BMIMain,0.001297,0.431886,09:40:27.845,09:40:28.967,0.4811549038753679
calculateBMI,BMIMain,3.4e-05,3.4e-05,09:40:28.967,09:40:28.967,3.89504e-05
interpretBMI,BMIMain,6.7e-05,6.7e-05,09:40:28.967,09:40:28.967,7.675519999999999e-05
calculateClickHandler,BMIMain,0.001297,0.431886,09:40:28.967,09:40:30.089,0.2263376650628677
calculateBMI,BMIMain,3.4e-05,3.4e-05,09:40:30.089,09:40:30.089,3.89504e-05
