Time,Voltage,Current,Temper
15:59:55.891,3979.0,466.0,237.0
16:00:06.000,3978.0,468.0,237.0
16:00:16.108,3980.0,462.0,237.0
16:00:26.217,3980.0,473.0,237.0
16:00:36.326,3980.0,463.0,237.0
16:00:46.437,3981.0,467.0,237.0
16:00:56.545,3980.0,448.0,237.0
16:01:06.655,3977.0,465.0,237.0
16:01:16.764,3981.0,463.0,237.0
16:01:26.873,3980.0,465.0,237.0
16:01:36.982,3982.0,467.0,237.0
16:01:47.092,3981.0,465.0,237.0
16:01:57.201,3977.0,469.0,237.0
16:02:07.309,3983.0,467.0,237.0
16:02:17.417,3983.0,469.0,237.0
16:02:27.525,3983.0,469.0,236.0
16:02:37.636,3984.0,466.0,236.0
16:02:47.745,3984.0,468.0,236.0
16:02:57.853,3984.0,465.0,236.0
16:03:18.070,3985.0,468.0,236.0
16:03:38.289,3980.0,467.0,236.0
16:03:48.396,3968.0,444.0,236.0
16:03:58.507,3986.0,469.0,236.0
16:04:08.614,3985.0,466.0,236.0
16:04:18.723,3986.0,461.0,236.0
16:04:28.834,3987.0,465.0,236.0
16:04:38.942,3988.0,468.0,236.0
16:04:49.051,3988.0,452.0,236.0
16:04:59.159,3988.0,468.0,236.0
16:05:09.268,3988.0,466.0,236.0
16:05:19.377,3989.0,370.0,236.0
16:05:29.487,3989.0,469.0,236.0
16:05:39.595,3989.0,441.0,236.0
16:05:49.706,3987.0,450.0,236.0
16:05:59.815,3989.0,378.0,236.0
16:06:09.924,3990.0,471.0,236.0
16:06:20.033,3990.0,440.0,236.0
16:06:30.142,3989.0,458.0,236.0
16:06:40.251,3991.0,461.0,236.0
16:06:50.359,3990.0,466.0,236.0
16:07:00.468,3991.0,465.0,236.0
16:07:10.577,3992.0,460.0,236.0
16:07:20.686,3991.0,468.0,236.0
16:07:30.795,3993.0,404.0,236.0
16:07:40.906,3993.0,468.0,236.0
16:07:51.015,3993.0,464.0,236.0
16:08:01.124,3993.0,464.0,236.0
16:08:11.233,3994.0,469.0,236.0
16:08:21.344,3994.0,461.0,236.0
16:08:31.451,3990.0,473.0,236.0
16:08:41.561,3993.0,462.0,236.0
16:08:51.669,3996.0,467.0,236.0
16:09:01.777,3995.0,440.0,236.0
16:09:11.887,3996.0,474.0,236.0
16:09:21.996,3996.0,383.0,236.0
16:09:32.107,3995.0,471.0,236.0
16:09:42.214,3996.0,409.0,236.0
16:09:52.325,3997.0,467.0,236.0
16:10:02.434,3998.0,469.0,236.0
16:10:32.760,3998.0,467.0,236.0
16:10:42.869,3998.0,446.0,236.0
16:10:52.976,3979.0,422.0,236.0
16:11:03.087,4000.0,469.0,236.0
16:11:13.194,3998.0,463.0,236.0
16:11:23.303,3999.0,462.0,236.0
16:11:33.412,4001.0,469.0,236.0
16:11:43.521,4000.0,463.0,236.0
16:11:53.630,4001.0,468.0,235.0
16:12:03.739,4002.0,459.0,235.0
16:12:13.848,4001.0,464.0,235.0
16:12:23.957,3999.0,465.0,235.0
16:12:34.066,4003.0,471.0,235.0
16:12:44.178,4003.0,463.0,235.0
16:12:54.285,4003.0,472.0,235.0
16:13:04.394,4002.0,471.0,234.0
16:13:14.506,4003.0,450.0,234.0
16:13:24.613,4002.0,468.0,234.0
16:13:34.722,4005.0,467.0,234.0
16:13:44.831,4004.0,464.0,234.0
16:13:54.939,4006.0,423.0,234.0
16:14:05.048,4005.0,466.0,234.0
16:14:15.158,4005.0,477.0,234.0
16:14:25.267,4005.0,463.0,234.0
16:14:45.485,4006.0,462.0,234.0
16:14:55.594,4008.0,468.0,234.0
16:15:05.703,4006.0,462.0,234.0
16:15:15.812,4008.0,469.0,234.0
16:15:25.922,4009.0,464.0,234.0
16:15:36.031,4001.0,453.0,234.0
16:15:46.139,4008.0,468.0,234.0
16:15:56.248,4009.0,466.0,234.0
16:16:06.356,4010.0,458.0,234.0
16:16:16.468,4010.0,473.0,234.0
16:16:26.577,4010.0,459.0,234.0
16:16:36.684,4009.0,410.0,234.0
16:16:46.794,4009.0,462.0,234.0
16:16:56.910,4012.0,410.0,234.0
16:17:07.022,4010.0,406.0,234.0
16:17:17.136,4010.0,462.0,234.0
16:17:27.245,4011.0,466.0,234.0
16:17:37.353,4011.0,469.0,234.0
16:17:47.464,4012.0,463.0,234.0
16:17:57.574,4011.0,395.0,234.0
16:18:07.681,4013.0,402.0,234.0
16:18:17.790,4013.0,468.0,234.0
16:18:27.898,4013.0,459.0,234.0
16:18:38.009,4016.0,466.0,234.0
16:18:48.117,4014.0,459.0,234.0
16:18:58.226,4016.0,471.0,234.0
16:19:08.334,4015.0,468.0,233.0
16:19:18.444,4012.0,460.0,233.0
16:19:28.553,4017.0,468.0,233.0
16:19:38.662,4018.0,471.0,234.0
16:19:48.772,4016.0,469.0,234.0
16:19:58.880,4019.0,470.0,233.0
16:20:08.988,4019.0,467.0,233.0
16:20:19.098,4010.0,469.0,233.0
16:20:29.207,4020.0,460.0,233.0
16:20:39.316,4018.0,460.0,233.0
16:20:59.534,4018.0,454.0,233.0
16:21:09.644,4019.0,456.0,234.0
16:21:19.752,4019.0,455.0,233.0
16:21:29.862,4022.0,461.0,234.0
16:21:39.972,4020.0,458.0,234.0
16:21:50.081,4021.0,459.0,234.0
16:22:00.189,4019.0,472.0,234.0
16:22:10.298,4021.0,469.0,234.0
16:22:20.407,4023.0,471.0,234.0
16:22:30.516,4024.0,466.0,234.0
16:22:40.626,4023.0,423.0,234.0
16:22:50.733,4024.0,461.0,234.0
16:23:00.842,4025.0,463.0,234.0
16:23:10.952,4025.0,466.0,234.0
16:23:21.061,4026.0,465.0,234.0
16:23:31.169,4026.0,462.0,234.0
16:23:41.278,4026.0,464.0,234.0
16:23:51.388,4023.0,449.0,234.0
16:24:01.495,4027.0,465.0,234.0
16:24:11.604,4023.0,462.0,234.0
16:24:21.713,4028.0,465.0,234.0
16:24:31.824,4028.0,463.0,235.0
16:24:41.932,4028.0,464.0,235.0
16:24:52.041,4029.0,466.0,235.0
16:25:02.149,4029.0,461.0,235.0
16:25:12.260,4026.0,459.0,235.0
16:25:22.368,4030.0,466.0,235.0
16:25:32.477,4030.0,459.0,236.0
16:25:52.695,4031.0,467.0,236.0
16:26:02.804,4031.0,444.0,236.0
16:26:12.913,4029.0,448.0,236.0
16:26:23.023,4029.0,467.0,236.0
16:26:33.134,4029.0,445.0,236.0
16:26:43.241,4032.0,463.0,236.0
16:26:53.350,4033.0,465.0,236.0
16:27:03.458,4033.0,463.0,236.0
16:27:23.677,4034.0,464.0,236.0
16:27:33.786,4035.0,463.0,236.0
16:27:43.896,4026.0,390.0,236.0
